# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
6

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,V Tail,0,PSBOOWWNBW,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 6.123233995736766036e-17, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 6.123233995736766036e-17, 0.000000000000000000e+00, 7.500000000000000000e+00, 0.000000000000000000e+00, 3.260869565217383581e-01, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,6,33
# x,y,z,u,w
8.930196576317211310e+00, -7.968575505830766473e-03, 3.260869565217383581e-01, 1.000000000000000000e+00, 3.904044169930655173e+00
8.971362128321041851e+00, -3.315668636273746278e-03, 3.260869565217383581e-01, 1.000000000000000000e+00, 3.958266880232111262e+00
9.000000000000000000e+00, 0.000000000000000000e+00, 3.260869565217383581e-01, 1.000000000000000000e+00, 4.000000000000000000e+00
9.025134743269966009e+00, 1.836970198721029749e-17, 6.260869565217384025e-01, 1.199999999999999956e+00, 0.000000000000000000e+00
8.999933416192485325e+00, 2.917788399920445003e-03, 6.260869565217384025e-01, 1.199999999999999956e+00, 4.173311976788848798e-02
8.963707730429115728e+00, 7.012346445130465504e-03, 6.260869565217384025e-01, 1.199999999999999956e+00, 9.595583006934514658e-02
8.912708130840210075e+00, 1.258327865823757712e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 1.722603643809275942e-01
8.842976528532128455e+00, 1.984895853954755235e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 2.765358755368439447e-01
8.751348026782459044e+00, 2.879698426377749060e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 4.134663504172014781e-01
8.637035799786668022e+00, 3.898770618685022671e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 5.841612375912467181e-01
8.503307199586155107e+00, 4.940137995833615570e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 7.836633902842906618e-01
8.358138623374275156e+00, 5.846184256609365110e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 1.000000000000000000e+00
8.212810639164343840e+00, 6.440317502304436503e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 1.216336609715709338e+00
8.078691245663131681e+00, 6.594594725352131981e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 1.415838762408753171e+00
7.963975653724798320e+00, 6.284669746110520261e-02, 6.260869565217382915e-01, 1.199999999999999956e+00, 1.586533649582798411e+00
7.872191087467617976e+00, 5.582218830757711137e-02, 6.260869565217382915e-01, 1.199999999999999956e+00, 1.723464124463156111e+00
7.802794458347378281e+00, 4.596591609851611443e-02, 6.260869565217382915e-01, 1.199999999999999956e+00, 1.827739635619072267e+00
7.752930491480076292e+00, 3.402568631962119006e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 1.904044169930654951e+00
7.719557976706656000e+00, 1.960140641473723938e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 1.958266880232111484e+00
7.705134743269965725e+00, 1.836970198721029749e-17, 6.260869565217384025e-01, 1.199999999999999956e+00, 2.000000000000000000e+00
7.719557976706656000e+00, -1.960140641473685774e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 2.041733119767888294e+00
7.752930491480076292e+00, -3.402568631962107903e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 2.095955830069344827e+00
7.802794458347378281e+00, -4.596591609851601035e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 2.172260364380927733e+00
7.872191087467617976e+00, -5.582218830757706279e-02, 6.260869565217382915e-01, 1.199999999999999956e+00, 2.276535875536843889e+00
7.963975653724798320e+00, -6.284669746110513322e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 2.413466350417201589e+00
8.078691245663128129e+00, -6.594594725352126430e-02, 6.260869565217382915e-01, 1.199999999999999956e+00, 2.584161237591246607e+00
8.212810639164343840e+00, -6.440317502304432340e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 2.783663390284290440e+00
8.358138623374273379e+00, -5.846184256609363722e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 3.000000000000000000e+00
8.503307199586153331e+00, -4.940137995833618345e-02, 6.260869565217382915e-01, 1.199999999999999956e+00, 3.216336609715709116e+00
8.637035799786668022e+00, -3.898770618685028916e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 3.415838762408752949e+00
8.751348026782459044e+00, -2.879698426377751488e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 3.586533649582798411e+00
8.842976528532126679e+00, -1.984895853954756623e-02, 6.260869565217384025e-01, 1.199999999999999956e+00, 3.723464124463156111e+00
8.912708130840206522e+00, -1.258327865823796222e-02, 6.260869565217382915e-01, 1.199999999999999956e+00, 3.827739635619072267e+00
8.963707730429113951e+00, -7.012346445131057045e-03, 6.260869565217384025e-01, 1.199999999999999956e+00, 3.904044169930655173e+00
8.999933416192483548e+00, -2.917788399920878250e-03, 6.260869565217384025e-01, 1.199999999999999956e+00, 3.958266880232111262e+00
9.025134743269966009e+00, 1.836970198721029749e-17, 6.260869565217384025e-01, 1.199999999999999956e+00, 4.000000000000000000e+00
9.050269486539932018e+00, 3.673940397442059498e-17, 9.260869565217383359e-01, 1.399999999999999911e+00, 0.000000000000000000e+00
9.028504704063927022e+00, 2.519908163567678022e-03, 9.260869565217383359e-01, 1.399999999999999911e+00, 4.173311976788848798e-02
8.997218884541014816e+00, 6.056117384430877507e-03, 9.260869565217383359e-01, 1.399999999999999911e+00, 9.595583006934514658e-02
8.953173775805142398e+00, 1.086737702302338279e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 1.722603643809275942e-01
8.892951028357254373e+00, 1.714228237506381508e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 2.765358755368439447e-01
8.813817322300721457e+00, 2.487012277326240001e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 4.134663504172014781e-01
8.715093126258901535e+00, 3.367120079773431446e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 5.841612375912467181e-01
8.599600244267550764e+00, 4.266482814583579669e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 7.836633902842906618e-01
8.474227382993653634e+00, 5.048977312526271854e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 1.000000000000000000e+00
8.348716851175986164e+00, 5.562092388353833544e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 1.216336609715709338e+00
8.232886465879484916e+00, 5.695331808258661394e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 1.415838762408753171e+00
8.133813909205468207e+00, 5.427669326186361498e-02, 9.260869565217382249e-01, 1.399999999999999911e+00, 1.586533649582798411e+00
8.054545420165176495e+00, 4.821007172018025588e-02, 9.260869565217382249e-01, 1.399999999999999911e+00, 1.723464124463156111e+00
7.994611967743152192e+00, 3.969783663053667172e-02, 9.260869565217382249e-01, 1.399999999999999911e+00, 1.827739635619072267e+00
7.951547632721391423e+00, 2.938582000330923483e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 1.904044169930654951e+00
7.922725915417073494e+00, 1.692848735818218084e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 1.958266880232111484e+00
7.910269486539933226e+00, 3.673940397442059498e-17, 9.260869565217383359e-01, 1.399999999999999911e+00, 2.000000000000000000e+00
7.922725915417073494e+00, -1.692848735818181308e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 2.041733119767888294e+00
7.951547632721391423e+00, -2.938582000330909258e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 2.095955830069344827e+00
7.994611967743152192e+00, -3.969783663053652600e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 2.172260364380927733e+00
8.054545420165176495e+00, -4.821007172018016568e-02, 9.260869565217382249e-01, 1.399999999999999911e+00, 2.276535875536843889e+00
8.133813909205468207e+00, -5.427669326186351090e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 2.413466350417201589e+00
8.232886465879481364e+00, -5.695331808258653761e-02, 9.260869565217382249e-01, 1.399999999999999911e+00, 2.584161237591246607e+00
8.348716851175986164e+00, -5.562092388353826605e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 2.783663390284290440e+00
8.474227382993653634e+00, -5.048977312526267691e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 3.000000000000000000e+00
8.599600244267548987e+00, -4.266482814583576894e-02, 9.260869565217382249e-01, 1.399999999999999911e+00, 3.216336609715709116e+00
8.715093126258901535e+00, -3.367120079773432140e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 3.415838762408752949e+00
8.813817322300721457e+00, -2.487012277326237919e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 3.586533649582798411e+00
8.892951028357252596e+00, -1.714228237506378733e-02, 9.260869565217383359e-01, 1.399999999999999911e+00, 3.723464124463156111e+00
8.953173775805140622e+00, -1.086737702302367423e-02, 9.260869565217382249e-01, 1.399999999999999911e+00, 3.827739635619072267e+00
8.997218884541014816e+00, -6.056117384431345882e-03, 9.260869565217383359e-01, 1.399999999999999911e+00, 3.904044169930655173e+00
9.028504704063925246e+00, -2.519908163568011089e-03, 9.260869565217383359e-01, 1.399999999999999911e+00, 3.958266880232111262e+00
9.050269486539932018e+00, 3.673940397442059498e-17, 9.260869565217383359e-01, 1.399999999999999911e+00, 4.000000000000000000e+00
9.075404229809899803e+00, 5.510910596163091404e-17, 1.226086956521738713e+00, 1.600000000000000089e+00, 0.000000000000000000e+00
9.057075991935366943e+00, 2.122027927214910608e-03, 1.226086956521738713e+00, 1.600000000000000089e+00, 4.173311976788848798e-02
9.030730038652915681e+00, 5.099888323731288642e-03, 1.226086956521738713e+00, 1.600000000000000089e+00, 9.595583006934514658e-02
8.993639420770074722e+00, 9.151475387809188469e-03, 1.226086956521738713e+00, 1.600000000000000089e+00, 1.722603643809275942e-01
8.942925528182380290e+00, 1.443560621058007781e-02, 1.226086956521738713e+00, 1.600000000000000089e+00, 2.765358755368439447e-01
8.876286617818985647e+00, 2.094326128274730942e-02, 1.226086956521738713e+00, 1.600000000000000089e+00, 4.134663504172014781e-01
8.793150452731135047e+00, 2.835469540861838486e-02, 1.226086956521738713e+00, 1.600000000000000089e+00, 5.841612375912467181e-01
8.695893288948944644e+00, 3.592827633333542381e-02, 1.226086956521738713e+00, 1.600000000000000089e+00, 7.836633902842906618e-01
8.590316142613033890e+00, 4.251770368443177905e-02, 1.226086956521738713e+00, 1.600000000000000089e+00, 1.000000000000000000e+00
8.484623063187626713e+00, 4.683867274403229891e-02, 1.226086956521738713e+00, 1.600000000000000089e+00, 1.216336609715709338e+00
8.387081686095836375e+00, 4.796068891165190112e-02, 1.226086956521738713e+00, 1.600000000000000089e+00, 1.415838762408753171e+00
8.303652164686139869e+00, 4.570668906262200654e-02, 1.226086956521738491e+00, 1.600000000000000089e+00, 1.586533649582798411e+00
8.236899752862736790e+00, 4.059795513278338652e-02, 1.226086956521738491e+00, 1.600000000000000089e+00, 1.723464124463156111e+00
8.186429477138926103e+00, 3.342975716255721513e-02, 1.226086956521738491e+00, 1.600000000000000089e+00, 1.827739635619072267e+00
8.150164773962705667e+00, 2.474595368699726919e-02, 1.226086956521738713e+00, 1.600000000000000089e+00, 1.904044169930654951e+00
8.125893854127491878e+00, 1.425556830162712230e-02, 1.226086956521738713e+00, 1.600000000000000089e+00, 1.958266880232111484e+00
8.115404229809898951e+00, 5.510910596163091404e-17, 1.226086956521738713e+00, 1.600000000000000089e+00, 2.000000000000000000e+00
8.125893854127490101e+00, -1.425556830162676494e-02, 1.226086956521738713e+00, 1.600000000000000089e+00, 2.041733119767888294e+00
8.150164773962705667e+00, -2.474595368699709919e-02, 1.226086956521738713e+00, 1.600000000000000089e+00, 2.095955830069344827e+00
8.186429477138926103e+00, -3.342975716255704860e-02, 1.226086956521738713e+00, 1.600000000000000089e+00, 2.172260364380927733e+00
8.236899752862736790e+00, -4.059795513278326856e-02, 1.226086956521738491e+00, 1.600000000000000089e+00, 2.276535875536843889e+00
8.303652164686139869e+00, -4.570668906262187470e-02, 1.226086956521738713e+00, 1.600000000000000089e+00, 2.413466350417201589e+00
8.387081686095834598e+00, -4.796068891165178316e-02, 1.226086956521738491e+00, 1.600000000000000089e+00, 2.584161237591246607e+00
8.484623063187626713e+00, -4.683867274403219483e-02, 1.226086956521738713e+00, 1.600000000000000089e+00, 2.783663390284290440e+00
8.590316142613032113e+00, -4.251770368443169579e-02, 1.226086956521738713e+00, 1.600000000000000089e+00, 3.000000000000000000e+00
8.695893288948944644e+00, -3.592827633333535442e-02, 1.226086956521738491e+00, 1.600000000000000089e+00, 3.216336609715709116e+00
8.793150452731135047e+00, -2.835469540861834670e-02, 1.226086956521738713e+00, 1.600000000000000089e+00, 3.415838762408752949e+00
8.876286617818983871e+00, -2.094326128274724003e-02, 1.226086956521738713e+00, 1.600000000000000089e+00, 3.586533649582798411e+00
8.942925528182378514e+00, -1.443560621058000495e-02, 1.226086956521738713e+00, 1.600000000000000089e+00, 3.723464124463156111e+00
8.993639420770072945e+00, -9.151475387809384493e-03, 1.226086956521738491e+00, 1.600000000000000089e+00, 3.827739635619072267e+00
9.030730038652915681e+00, -5.099888323731635587e-03, 1.226086956521738713e+00, 1.600000000000000089e+00, 3.904044169930655173e+00
9.057075991935366943e+00, -2.122027927215142627e-03, 1.226086956521738713e+00, 1.600000000000000089e+00, 3.958266880232111262e+00
9.075404229809899803e+00, 5.510910596163091404e-17, 1.226086956521738713e+00, 1.600000000000000089e+00, 4.000000000000000000e+00
9.100538973079865812e+00, 7.347880794884121462e-17, 1.526086956521738536e+00, 1.800000000000000044e+00, 0.000000000000000000e+00
9.085647279806808641e+00, 1.724147690862143627e-03, 1.526086956521738536e+00, 1.800000000000000044e+00, 4.173311976788848798e-02
9.064241192764814770e+00, 4.143659263031701512e-03, 1.526086956521738536e+00, 1.800000000000000044e+00, 9.595583006934514658e-02
9.034105065735008822e+00, 7.435573752594994146e-03, 1.526086956521738758e+00, 1.800000000000000044e+00, 1.722603643809275942e-01
8.992900028007506208e+00, 1.172893004609634401e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 2.765358755368439447e-01
8.938755913337248060e+00, 1.701639979223221882e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 4.134663504172014781e-01
8.871207779203370336e+00, 2.303819001950246914e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 5.841612375912467181e-01
8.792186333630340300e+00, 2.919172452083505787e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 7.836633902842906618e-01
8.706404902232412368e+00, 3.454563424360085344e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 1.000000000000000000e+00
8.620529275199269037e+00, 3.805642160452626932e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 1.216336609715709338e+00
8.541276906312189610e+00, 3.896805974071719525e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 1.415838762408753171e+00
8.473490420166809756e+00, 3.713668486338040503e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 1.586533649582798411e+00
8.419254085560295309e+00, 3.298583854538653104e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 1.723464124463156111e+00
8.378246986534700014e+00, 2.716167769457776549e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 1.827739635619072267e+00
8.348781915204021686e+00, 2.010608737068531049e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 1.904044169930654951e+00
8.329061792837908484e+00, 1.158264924507206375e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 1.958266880232111484e+00
8.320538973079866452e+00, 7.347880794884121462e-17, 1.526086956521738536e+00, 1.800000000000000044e+00, 2.000000000000000000e+00
8.329061792837908484e+00, -1.158264924507171681e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 2.041733119767888294e+00
8.348781915204021686e+00, -2.010608737068511620e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 2.095955830069344827e+00
8.378246986534700014e+00, -2.716167769457757813e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 2.172260364380927733e+00
8.419254085560295309e+00, -3.298583854538637838e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 2.276535875536843889e+00
8.473490420166809756e+00, -3.713668486338024544e-02, 1.526086956521738758e+00, 1.800000000000000044e+00, 2.413466350417201589e+00
8.541276906312187833e+00, -3.896805974071704953e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 2.584161237591246607e+00
8.620529275199269037e+00, -3.805642160452613054e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 2.783663390284290440e+00
8.706404902232412368e+00, -3.454563424360072854e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 3.000000000000000000e+00
8.792186333630340300e+00, -2.919172452083494684e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 3.216336609715709116e+00
8.871207779203370336e+00, -2.303819001950237894e-02, 1.526086956521738758e+00, 1.800000000000000044e+00, 3.415838762408752949e+00
8.938755913337246284e+00, -1.701639979223210433e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 3.586533649582798411e+00
8.992900028007504432e+00, -1.172893004609622605e-02, 1.526086956521738536e+00, 1.800000000000000044e+00, 3.723464124463156111e+00
9.034105065735007045e+00, -7.435573752595095627e-03, 1.526086956521738536e+00, 1.800000000000000044e+00, 3.827739635619072267e+00
9.064241192764818322e+00, -4.143659263031925291e-03, 1.526086956521738536e+00, 1.800000000000000044e+00, 3.904044169930655173e+00
9.085647279806808641e+00, -1.724147690862274599e-03, 1.526086956521738536e+00, 1.800000000000000044e+00, 3.958266880232111262e+00
9.100538973079865812e+00, 7.347880794884121462e-17, 1.526086956521738536e+00, 1.800000000000000044e+00, 4.000000000000000000e+00
9.125673716349831821e+00, 9.184850993605150903e-17, 1.826086956521738580e+00, 2.000000000000000000e+00, 0.000000000000000000e+00
9.114218567678248561e+00, 1.326267454509376864e-03, 1.826086956521738580e+00, 2.000000000000000000e+00, 4.173311976788848798e-02
9.097752346876715634e+00, 3.187430202332113514e-03, 1.826086956521738580e+00, 2.000000000000000000e+00, 9.595583006934514658e-02
9.074570710699941145e+00, 5.719672117380801557e-03, 1.826086956521738802e+00, 2.000000000000000000e+00, 1.722603643809275942e-01
9.042874527832632126e+00, 9.022253881612608481e-03, 1.826086956521738580e+00, 2.000000000000000000e+00, 2.765358755368439447e-01
9.001225208855510473e+00, 1.308953830171712823e-02, 1.826086956521738580e+00, 2.000000000000000000e+00, 4.134663504172014781e-01
8.949265105675603849e+00, 1.772168463038654995e-02, 1.826086956521738580e+00, 2.000000000000000000e+00, 5.841612375912467181e-01
8.888479378311735957e+00, 2.245517270833469192e-02, 1.826086956521738580e+00, 2.000000000000000000e+00, 7.836633902842906618e-01
8.822493661851790847e+00, 2.657356480276992436e-02, 1.826086956521738580e+00, 2.000000000000000000e+00, 1.000000000000000000e+00
8.756435487210911361e+00, 2.927417046502024667e-02, 1.826086956521738580e+00, 2.000000000000000000e+00, 1.216336609715709338e+00
8.695472126528542844e+00, 2.997543056978249632e-02, 1.826086956521738580e+00, 2.000000000000000000e+00, 1.415838762408753171e+00
8.643328675647481418e+00, 2.856668066413881046e-02, 1.826086956521738358e+00, 2.000000000000000000e+00, 1.586533649582798411e+00
8.601608418257855604e+00, 2.537372195798967209e-02, 1.826086956521738358e+00, 2.000000000000000000e+00, 1.723464124463156111e+00
8.570064495930473925e+00, 2.089359822659831584e-02, 1.826086956521738358e+00, 2.000000000000000000e+00, 1.827739635619072267e+00
8.547399056445335930e+00, 1.546622105437335006e-02, 1.826086956521738580e+00, 2.000000000000000000e+00, 1.904044169930654951e+00
8.532229731548326868e+00, 8.909730188517008681e-03, 1.826086956521738580e+00, 2.000000000000000000e+00, 1.958266880232111484e+00
8.525673716349832176e+00, 9.184850993605150903e-17, 1.826086956521738580e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
8.532229731548325091e+00, -8.909730188516670410e-03, 1.826086956521738580e+00, 2.000000000000000000e+00, 2.041733119767888294e+00
8.547399056445335930e+00, -1.546622105437312975e-02, 1.826086956521738580e+00, 2.000000000000000000e+00, 2.095955830069344827e+00
8.570064495930473925e+00, -2.089359822659810073e-02, 1.826086956521738580e+00, 2.000000000000000000e+00, 2.172260364380927733e+00
8.601608418257855604e+00, -2.537372195798948821e-02, 1.826086956521738358e+00, 2.000000000000000000e+00, 2.276535875536843889e+00
8.643328675647481418e+00, -2.856668066413861964e-02, 1.826086956521738802e+00, 2.000000000000000000e+00, 2.413466350417201589e+00
8.695472126528541068e+00, -2.997543056978230896e-02, 1.826086956521738358e+00, 2.000000000000000000e+00, 2.584161237591246607e+00
8.756435487210911361e+00, -2.927417046502007320e-02, 1.826086956521738580e+00, 2.000000000000000000e+00, 2.783663390284290440e+00
8.822493661851790847e+00, -2.657356480276975783e-02, 1.826086956521738580e+00, 2.000000000000000000e+00, 3.000000000000000000e+00
8.888479378311735957e+00, -2.245517270833453927e-02, 1.826086956521738358e+00, 2.000000000000000000e+00, 3.216336609715709116e+00
8.949265105675603849e+00, -1.772168463038641117e-02, 1.826086956521738802e+00, 2.000000000000000000e+00, 3.415838762408752949e+00
9.001225208855508697e+00, -1.308953830171696864e-02, 1.826086956521738580e+00, 2.000000000000000000e+00, 3.586533649582798411e+00
9.042874527832630349e+00, -9.022253881612447152e-03, 1.826086956521738580e+00, 2.000000000000000000e+00, 3.723464124463156111e+00
9.074570710699941145e+00, -5.719672117380807629e-03, 1.826086956521738358e+00, 2.000000000000000000e+00, 3.827739635619072267e+00
9.097752346876719187e+00, -3.187430202332214996e-03, 1.826086956521738580e+00, 2.000000000000000000e+00, 3.904044169930655173e+00
9.114218567678250338e+00, -1.326267454509407005e-03, 1.826086956521738580e+00, 2.000000000000000000e+00, 3.958266880232111262e+00
9.125673716349831821e+00, 9.184850993605150903e-17, 1.826086956521738580e+00, 2.000000000000000000e+00, 4.000000000000000000e+00
SURFACE_FACE,5,32
# nx,ny,nz,area
1.150055342592793128e-01, 9.933181188421602581e-01, -9.635448594107368786e-03, 8.130204876237197634e-03
1.123090375554916392e-01, 9.936290700851880819e-01, -9.378228244366591804e-03, 1.168311799098708040e-02
1.085845292749690744e-01, 9.940468314341009970e-01, -8.960854755960428672e-03, 1.644092912710030940e-02
1.036303393614046581e-01, 9.945813371147352866e-01, -8.289549258284803490e-03, 2.246755301710979397e-02
9.719061147394493505e-02, 9.952396638039590071e-01, -7.210869067138463151e-03, 2.950321510161912214e-02
8.879466601514694746e-02, 9.960350301147735674e-01, -5.452162095946636033e-03, 3.677769519573236001e-02
7.763641494478311367e-02, 9.969785229473875354e-01, -2.532164324654040139e-03, 4.298381239431114942e-02
6.229199605681038504e-02, 9.980550407239419108e-01, 2.417211779907588436e-03, 4.661058579546681346e-02
